town,state,lga,postcode,district
Matakum,Borno,Gwoza  ,610106,Gwoza 
Ngabura,Borno,Gwoza  ,610106,Gwoza 
Rita,Borno,Gwoza  ,610106,Gwoza 
Sasawa,Borno,Gwoza  ,610106,Gwoza 
Timir,Borno,Gwoza  ,610106,Gwoza 
Tokombana,Borno,Gwoza  ,610106,Gwoza 
Valangai,Borno,Gwoza  ,610106,Gwoza 
Yinagu,Borno,Gwoza  ,610106,Gwoza 
Agayo,Benue,Takar,981112,Mbatierev 
Asokwo,Benue,Takar,981112,Mbatierev 
Aumazwa,Benue,Takar,981112,Mbatierev 
Hemen,Benue,Takar,981112,Mbatierev 
Ibyu-Yo,Benue,Takar,981112,Mbatierev 
Ikpa,Benue,Takar,981112,Mbatierev 
Jirkyegh,Benue,Takar,981112,Mbatierev 
Kukwa (Mba-Adumbe),Benue,Takar,981112,Mbatierev 
Kusuv,Benue,Takar,981112,Mbatierev 
Luga,Benue,Takar,981112,Mbatierev 
Mbake,Benue,Takar,981112,Mbatierev 
Mperigu,Benue,Takar,981112,Mbatierev 
Wpihyev,Benue,Takar,981112,Mbatierev 
Agado,Benue,Okpokwu ,973101,Okpoga 
Agene,Benue,Okpokwu ,973101,Okpoga 
Ai-Anechi,Benue,Okpokwu ,973101,Okpoga 
Ai-Ochokpo,Benue,Okpokwu ,973101,Okpoga 
Aidogodo,Benue,Okpokwu ,973101,Okpoga 
Akpakpa,Benue,Okpokwu ,973101,Okpoga 
Amuju,Benue,Okpokwu ,973101,Okpoga 
Ede-Okpaga,Benue,Okpokwu ,973101,Okpoga 
Idiri,Benue,Okpokwu ,973101,Okpoga 
Idobe,Benue,Okpokwu ,973101,Okpoga 
Idoko-Aga,Benue,Okpokwu ,973101,Okpoga 
Ikonijo,Benue,Okpokwu ,973101,Okpoga 
Ogbaga,Benue,Okpokwu ,973101,Okpoga 
Ogwuche Akpa,Benue,Okpokwu ,973101,Okpoga 
Okadoga,Benue,Okpokwu ,973101,Okpoga 
Oklenyi,Benue,Okpokwu ,973101,Okpoga 
Okpoga,Benue,Okpokwu ,973101,Okpoga 
Okpudu,Benue,Okpokwu ,973101,Okpoga 
Olayi-Agbino,Benue,Okpokwu ,973101,Okpoga 
Adu,Benue,Okpokwu ,973103,Owukpa 
Agira,Benue,Okpokwu ,973103,Owukpa 
Aiede,Benue,Okpokwu ,973103,Owukpa 
Aifam-Centre,Benue,Okpokwu ,973103,Owukpa 
Aiji,Benue,Okpokwu ,973103,Owukpa 
Alagarunu,Benue,Okpokwu ,973103,Owukpa 
Amejo,Benue,Okpokwu ,973103,Owukpa 
Anchimodo,Benue,Okpokwu ,973103,Owukpa 
Ankpa,Benue,Okpokwu ,973103,Owukpa 
Annachowga,Benue,Okpokwu ,973103,Owukpa 
Atamaka,Benue,Okpokwu ,973103,Owukpa 
Ati,Benue,Okpokwu ,973103,Owukpa 
Ebanna,Benue,Okpokwu ,973103,Owukpa 
Ebela,Benue,Okpokwu ,973103,Owukpa 
Ede,Benue,Okpokwu ,973103,Owukpa 
Eha-Uleke,Benue,Okpokwu ,973103,Owukpa 
Ehicho,Benue,Okpokwu ,973103,Owukpa 
Ehuhu,Benue,Okpokwu ,973103,Owukpa 
Ejaa,Benue,Okpokwu ,973103,Owukpa 
Ejule,Benue,Okpokwu ,973103,Owukpa 
Eke,Benue,Okpokwu ,973103,Owukpa 
Eke-Ai odu,Benue,Okpokwu ,973103,Owukpa 
Eke-Akpa,Benue,Okpokwu ,973103,Owukpa 
Elugu,Benue,Okpokwu ,973103,Owukpa 
Epiege,Benue,Okpokwu ,973103,Owukpa 
Eru,Benue,Okpokwu ,973103,Owukpa 
Eyere,Benue,Okpokwu ,973103,Owukpa 
Eyupi,Benue,Okpokwu ,973103,Owukpa 
Ibagba,Benue,Okpokwu ,973103,Owukpa 
Ibiti,Benue,Okpokwu ,973103,Owukpa 
Idogobe,Benue,Okpokwu ,973103,Owukpa 
Iga-Uroko,Benue,Okpokwu ,973103,Owukpa 
Ikwo,Benue,Okpokwu ,973103,Owukpa 
Ipole,Benue,Okpokwu ,973103,Owukpa 
Ipole-Aitan,Benue,Okpokwu ,973103,Owukpa 
Ipole-Aiuja,Benue,Okpokwu ,973103,Owukpa 
Ipole-Ekere,Benue,Okpokwu ,973103,Owukpa 
Ipole-Owukpa,Benue,Okpokwu ,973103,Owukpa 
Iwewe,Benue,Okpokwu ,973103,Owukpa 
Iwewe-Aiodu,Benue,Okpokwu ,973103,Owukpa 
Oderigbo,Benue,Okpokwu ,973103,Owukpa 
Ogbata,Benue,Okpokwu ,973103,Owukpa 
Ogbonoko,Benue,Okpokwu ,973103,Owukpa 
Ogichigodi,Benue,Okpokwu ,973103,Owukpa 
Ogwurutee,Benue,Okpokwu ,973103,Owukpa 
Okpoto,Benue,Okpokwu ,973103,Owukpa 
Okpudu,Benue,Okpokwu ,973103,Owukpa 
Olempe-Ogicho,Benue,Okpokwu ,973103,Owukpa 
Oma,Benue,Okpokwu ,973103,Owukpa 
Onyirada,Benue,Okpokwu ,973103,Owukpa 
Owukpa,Benue,Okpokwu ,973103,Owukpa 
Owuruwuru,Benue,Okpokwu ,973103,Owukpa 
Ubafu,Benue,Okpokwu ,973103,Owukpa 
Ubenjira,Benue,Okpokwu ,973103,Owukpa 
Ubono,Benue,Okpokwu ,973103,Owukpa 
Ugbokpo,Benue,Okpokwu ,973103,Owukpa 
Ugbugbu,Benue,Okpokwu ,973103,Owukpa 
Ukalegwu,Benue,Okpokwu ,973103,Owukpa 
Uko,Benue,Okpokwu ,973103,Owukpa 
Uleke,Benue,Okpokwu ,973103,Owukpa 
Umafu,Benue,Okpokwu ,973103,Owukpa 
Adum-Oko,Benue,Okpokwu ,973104,Orokam 
Ai-Ona,Benue,Okpokwu ,973104,Orokam 
Efoma,Benue,Okpokwu ,973104,Orokam 
Ejema,Benue,Okpokwu ,973104,Orokam 
Enyajuru,Benue,Okpokwu ,973104,Orokam 
Ibiladu,Benue,Okpokwu ,973104,Orokam 
Ikemu,Benue,Okpokwu ,973104,Orokam 
Imeyi,Benue,Okpokwu ,973104,Orokam 
Ipole-Adupi,Benue,Okpokwu ,973104,Orokam 
Ipole-Ako,Benue,Okpokwu ,973104,Orokam 
Ipole-Iyiru,Benue,Okpokwu ,973104,Orokam 
Ipole-Oko,Benue,Okpokwu ,973104,Orokam 
Itesi,Benue,Okpokwu ,973104,Orokam 
Leke,Benue,Okpokwu ,973104,Orokam 
Obenda,Benue,Okpokwu ,973104,Orokam 
Ocheje,Benue,Okpokwu ,973104,Orokam 
Ogwurute,Benue,Okpokwu ,973104,Orokam 
Okparigbo,Benue,Okpokwu ,973104,Orokam 
Olaigbena,Benue,Okpokwu ,973104,Orokam 
Ole-Igwu,Benue,Okpokwu ,973104,Orokam 
Oleche,Benue,Okpokwu ,973104,Orokam 
Orokam,Benue,Okpokwu ,973104,Orokam 
Oture,Benue,Okpokwu ,973104,Orokam 
Ugbagba-Ako,Benue,Okpokwu ,973104,Orokam 
Ugbogidi,Benue,Okpokwu ,973104,Orokam 
Ukalegu-Igwu,Benue,Okpokwu ,973104,Orokam 
Ukporo,Benue,Okpokwu ,973104,Orokam 
Acho,Benue,Okpokwu ,973102,Ichama 
Adiga,Benue,Okpokwu ,973102,Ichama 
Adiga Oyira,Benue,Okpokwu ,973102,Ichama 
Ejaa,Benue,Okpokwu ,973102,Ichama 
Ichana,Benue,Okpokwu ,973102,Ichama 
Ipele-Ohebe,Benue,Okpokwu ,973102,Ichama 
Ipole-Aiagbo,Benue,Okpokwu ,973102,Ichama 
Ipole-Aiebega,Benue,Okpokwu ,973102,Ichama 
Ipole-Aikpe,Benue,Okpokwu ,973102,Ichama 
Ipole-Aiona,Benue,Okpokwu ,973102,Ichama 
Iwewe-Ichama,Benue,Okpokwu ,973102,Ichama 
Ode-Sasa,Benue,Okpokwu ,973102,Ichama 
Odokpo,Benue,Okpokwu ,973102,Ichama 
Ojocha,Benue,Okpokwu ,973102,Ichama 
Ojoga,Benue,Okpokwu ,973102,Ichama 
Oleayidu,Benue,Okpokwu ,973102,Ichama 
Oma,Benue,Okpokwu ,973102,Ichama 
Abache,Benue,Okpokwu ,973105,Otukpa 
Abo,Benue,Okpokwu ,973105,Otukpa 
Adepe,Benue,Okpokwu ,973105,Otukpa 
Adum,Benue,Okpokwu ,973105,Otukpa 
Agbafu,Benue,Okpokwu ,973105,Otukpa 
Ago,Benue,Okpokwu ,973105,Otukpa 
Aikwu,Benue,Okpokwu ,973105,Otukpa 
Akpagidigbo,Benue,Okpokwu ,973105,Otukpa 
Alagiranu,Benue,Okpokwu ,973105,Otukpa 
Ari-Engweewu,Benue,Okpokwu ,973105,Otukpa 
Court-Otukpa,Benue,Okpokwu ,973105,Otukpa 
Ebari,Benue,Okpokwu ,973105,Otukpa 
Ebudu,Benue,Okpokwu ,973105,Otukpa 
Efeche,Benue,Okpokwu ,973105,Otukpa 
Efekwo,Benue,Okpokwu ,973105,Otukpa 
Effion,Benue,Okpokwu ,973105,Otukpa 
Efocho,Benue,Okpokwu ,973105,Otukpa 
Efugo,Benue,Okpokwu ,973105,Otukpa 
Eha-Otukpa,Benue,Okpokwu ,973105,Otukpa 
Eke-Ekwute,Benue,Okpokwu ,973105,Otukpa 
Epe-Agbo,Benue,Okpokwu ,973105,Otukpa 
Epeilo,Benue,Okpokwu ,973105,Otukpa 
Epeilo-Ikpoyi,Benue,Okpokwu ,973105,Otukpa 
Idede,Benue,Okpokwu ,973105,Otukpa 
Idiri,Benue,Okpokwu ,973105,Otukpa 
Idodoloko,Benue,Okpokwu ,973105,Otukpa 
Ijadoja,Benue,Okpokwu ,973105,Otukpa 
Ikregi,Benue,Okpokwu ,973105,Otukpa 
Ipichicha,Benue,Okpokwu ,973105,Otukpa 
Ipiga,Benue,Okpokwu ,973105,Otukpa 
Ipole Abo,Benue,Okpokwu ,973105,Otukpa 
Ipu-Ugbogbo,Benue,Okpokwu ,973105,Otukpa 
Ipuchicha,Benue,Okpokwu ,973105,Otukpa 
Obuh,Benue,Okpokwu ,973105,Otukpa 
Oda,Benue,Okpokwu ,973105,Otukpa 
Odoba,Benue,Okpokwu ,973105,Otukpa 
Odwebe,Benue,Okpokwu ,973105,Otukpa 
Ofojo,Benue,Okpokwu ,973105,Otukpa 
Ogaje,Benue,Okpokwu ,973105,Otukpa 
Ogene,Benue,Okpokwu ,973105,Otukpa 
Ogonkwu,Benue,Okpokwu ,973105,Otukpa 
Okoncheta,Benue,Okpokwu ,973105,Otukpa 
Olabekpa,Benue,Okpokwu ,973105,Otukpa 
Olachagbaha,Benue,Okpokwu ,973105,Otukpa 
Oladu,Benue,Okpokwu ,973105,Otukpa 
Olagwuche,Benue,Okpokwu ,973105,Otukpa 
Olamago,Benue,Okpokwu ,973105,Otukpa 
Oloche,Benue,Okpokwu ,973105,Otukpa 
Onchegbi,Benue,Okpokwu ,973105,Otukpa 
Orido,Benue,Okpokwu ,973105,Otukpa 
Oto,Benue,Okpokwu ,973105,Otukpa 
Otukpa,Benue,Okpokwu ,973105,Otukpa 
Owoso,Benue,Okpokwu ,973105,Otukpa 
Ubiegi,Benue,Okpokwu ,973105,Otukpa 
Udegi,Benue,Okpokwu ,973105,Otukpa 
Ugbamaka,Benue,Okpokwu ,973105,Otukpa 
Ugbogwu,Benue,Okpokwu ,973105,Otukpa 
Ugbokpo,Benue,Okpokwu ,973105,Otukpa 
Ukwo,Benue,Okpokwu ,973105,Otukpa 
Umarichi,Benue,Okpokwu ,973105,Otukpa 
Zaria,Benue,Okpokwu ,973105,Otukpa 
A-Adabulu,Benue,Okpokwu ,973106,Edumoga 
Adum,Benue,Okpokwu ,973106,Edumoga 
Agamud,Benue,Okpokwu ,973106,Edumoga 
Agbangwe,Benue,Okpokwu ,973106,Edumoga 
Agila-Oladikwu,Benue,Okpokwu ,973106,Edumoga 
Aiede,Benue,Okpokwu ,973106,Edumoga 
Ajide,Benue,Okpokwu ,973106,Edumoga 
Akaga,Benue,Okpokwu ,973106,Edumoga 
Akpitodo-Akpaya,Benue,Okpokwu ,973106,Edumoga 
Akpodo,Benue,Okpokwu ,973106,Edumoga 
Akpuneje,Benue,Okpokwu ,973106,Edumoga 
Alaglanu,Benue,Okpokwu ,973106,Edumoga 
Amafu,Benue,Okpokwu ,973106,Edumoga 
Aokete,Benue,Okpokwu ,973106,Edumoga 
Aokpaneg,Benue,Okpokwu ,973106,Edumoga 
Aokpasu,Benue,Okpokwu ,973106,Edumoga 
Aokpe,Benue,Okpokwu ,973106,Edumoga 
Atekpo,Benue,Okpokwu ,973106,Edumoga 
Ebo-Ya,Benue,Okpokwu ,973106,Edumoga 
Ebodahubi,Benue,Okpokwu ,973106,Edumoga 
Edkeajio,Benue,Okpokwu ,973106,Edumoga 
Efede-Aoi,Benue,Okpokwu ,973106,Edumoga 
Efffa,Benue,Okpokwu ,973106,Edumoga 
Effion,Benue,Okpokwu ,973106,Edumoga 
Efoyo,Benue,Okpokwu ,973106,Edumoga 
Ejema,Benue,Okpokwu ,973106,Edumoga 
Ekenobi,Benue,Okpokwu ,973106,Edumoga 
Engle,Benue,Okpokwu ,973106,Edumoga 
Gapo,Benue,Okpokwu ,973106,Edumoga 
Igama,Benue,Okpokwu ,973106,Edumoga 
Ijeha,Benue,Okpokwu ,973106,Edumoga 
Ipoya,Benue,Okpokwu ,973106,Edumoga 
Iwewe,Benue,Okpokwu ,973106,Edumoga 
Laionyes,Benue,Okpokwu ,973106,Edumoga 
Obotu-Ehaje,Benue,Okpokwu ,973106,Edumoga 
Obotu-Icho,Benue,Okpokwu ,973106,Edumoga 
Obulu,Benue,Okpokwu ,973106,Edumoga 
Odaba,Benue,Okpokwu ,973106,Edumoga 
Oduda,Benue,Okpokwu ,973106,Edumoga 
Ogblega,Benue,Okpokwu ,973106,Edumoga 
Ogblo,Benue,Okpokwu ,973106,Edumoga 
Ogbodo,Benue,Okpokwu ,973106,Edumoga 
Ogodum,Benue,Okpokwu ,973106,Edumoga 
Ogomotu,Benue,Okpokwu ,973106,Edumoga 
Ojigo,Benue,Okpokwu ,973106,Edumoga 
Okana,Benue,Okpokwu ,973106,Edumoga 
Okga-Ogodo,Benue,Okpokwu ,973106,Edumoga 
Okopolikpo-I,Benue,Okpokwu ,973106,Edumoga 
Okpafie,Benue,Okpokwu ,973106,Edumoga 
Okpale,Benue,Okpokwu ,973106,Edumoga 
Okpale-Ota,Benue,Okpokwu ,973106,Edumoga 
Okpilioho,Benue,Okpokwu ,973106,Edumoga 
Okpolikpo-Ehaje,Benue,Okpokwu ,973106,Edumoga 
Oladegbo,Benue,Okpokwu ,973106,Edumoga 
Olago,Benue,Okpokwu ,973106,Edumoga 
Olaidu,Benue,Okpokwu ,973106,Edumoga 
Olaioleje,Benue,Okpokwu ,973106,Edumoga 
Olengbecho,Benue,Okpokwu ,973106,Edumoga 
Ollo,Benue,Okpokwu ,973106,Edumoga 
Omolokpo,Benue,Okpokwu ,973106,Edumoga 
Omusu,Benue,Okpokwu ,973106,Edumoga 
Opioli,Benue,Okpokwu ,973106,Edumoga 
Otada-Otutu,Benue,Okpokwu ,973106,Edumoga 
Otobi,Benue,Okpokwu ,973106,Edumoga 
Ugbokolo,Benue,Okpokwu ,973106,Edumoga 
Ugbokpo,Benue,Okpokwu ,973106,Edumoga 
Dughen,Benue,Ushongo ,981118,Ikov 
Gbaka,Benue,Ushongo ,981118,Ikov 
Hiiton Orbiam,Benue,Ushongo ,981118,Ikov 
Manor,Benue,Ushongo ,981118,Ikov 
Mbai-Igbaikyor,Benue,Ushongo ,981118,Ikov 
Sati,Benue,Ushongo ,981118,Ikov 
Tse-Abada,Benue,Ushongo ,981118,Ikov 
Tse-Gbinde,Benue,Ushongo ,981118,Ikov 
Tse-Sokpo,Benue,Ushongo ,981118,Ikov 
Ude,Benue,Ushongo ,981118,Ikov 
Uker,Benue,Ushongo ,981118,Ikov 
Akoodo,Benue,Takar,981113,Mbakor 
Akpa-Agudo,Benue,Takar,981113,Mbakor 
Akpa-Ambajir,Benue,Takar,981113,Mbakor 
Amo,Benue,Takar,981113,Mbakor 
Asukunya,Benue,Takar,981113,Mbakor 
Chia,Benue,Takar,981113,Mbakor 
Iche Amazwa,Benue,Takar,981113,Mbakor 
Jingir,Benue,Takar,981113,Mbakor 
Kamken,Benue,Takar,981113,Mbakor 
Mbakor,Benue,Takar,981113,Mbakor 
Nyambee,Benue,Takar,981113,Mbakor 
Tarhembe,Benue,Takar,981113,Mbakor 
Tasbo,Benue,Takar,981113,Mbakor 
Uchi,Benue,Takar,981113,Mbakor 
Uku,Benue,Takar,981113,Mbakor 
Ukyo,Benue,Takar,981113,Mbakor 
Wannune,Benue,Takar,981113,Mbakor 
Zango-Wannune,Benue,Takar,981113,Mbakor 
Ajigi Bulabulin,Borno,Damboa  ,601106,Ajigin 
Ajigin Mairi,Borno,Damboa  ,601106,Ajigin 
Auma,Borno,Damboa  ,601106,Ajigin 
Chiralia,Borno,Damboa  ,601106,Ajigin 
Gorgore,Borno,Damboa  ,601106,Ajigin 
Malumti,Borno,Damboa  ,601106,Ajigin 
Ndoksa,Borno,Damboa  ,601106,Ajigin 
Shettima - Abogu,Borno,Damboa  ,601106,Ajigin 
Talala - Buba-Modu,Borno,Damboa  ,601106,Ajigin 
Talala-Buba-Ali,Borno,Damboa  ,601106,Ajigin 
Abulam,Borno,Damboa  ,601101,Damboa 
Adika,Borno,Damboa  ,601101,Damboa 
Azur,Borno,Damboa  ,601101,Damboa 
Ba' ale,Borno,Damboa  ,601101,Damboa 
Bego,Borno,Damboa  ,601101,Damboa 
Burum,Borno,Damboa  ,601101,Damboa 
Burun kauji,Borno,Damboa  ,601101,Damboa 
Damboa ,Borno,Damboa  ,601101,Damboa 
Dusula,Borno,Damboa  ,601101,Damboa 
Forfor,Borno,Damboa  ,601101,Damboa 
Garjang,Borno,Damboa  ,601101,Damboa 
Gazama Bori,Borno,Damboa  ,601101,Damboa 
Gazama kura,Borno,Damboa  ,601101,Damboa 
Golgi,Borno,Damboa  ,601101,Damboa 
Gorgube,Borno,Damboa  ,601101,Damboa 
Gumsuri,Borno,Damboa  ,601101,Damboa 
Gwange,Borno,Damboa  ,601101,Damboa 
Izzge,Borno,Damboa  ,601101,Damboa 
Jamyeri,Borno,Damboa  ,601101,Damboa 
Kachallaburari,Borno,Damboa  ,601101,Damboa 
Kafa,Borno,Damboa  ,601101,Damboa 
Kalla,Borno,Damboa  ,601101,Damboa 
Kauji,Borno,Damboa  ,601101,Damboa 
Kaushirowa,Borno,Damboa  ,601101,Damboa 
Kawaram,Borno,Damboa  ,601101,Damboa 
Kaya,Borno,Damboa  ,601101,Damboa 
Kinzagiraji,Borno,Damboa  ,601101,Damboa 
Kobchi,Borno,Damboa  ,601101,Damboa 
Koljiri,Borno,Damboa  ,601101,Damboa 
Korede,Borno,Damboa  ,601101,Damboa 
Kuboa,Borno,Damboa  ,601101,Damboa 
Kuburivu,Borno,Damboa  ,601101,Damboa 
Ma tangile,Borno,Damboa  ,601101,Damboa 
Mafi,Borno,Damboa  ,601101,Damboa 
Maisaimar,Borno,Damboa  ,601101,Damboa 
Malaharam,Borno,Damboa  ,601101,Damboa 
Malemiri,Borno,Damboa  ,601101,Damboa 
Mangubum,Borno,Damboa  ,601101,Damboa 
Misa-Kurbudu,Borno,Damboa  ,601101,Damboa 
Molgoi,Borno,Damboa  ,601101,Damboa 
Mugula,Borno,Damboa  ,601101,Damboa 
Multe,Borno,Damboa  ,601101,Damboa 
Ngirnn,Borno,Damboa  ,601101,Damboa 
Ngwalimiri,Borno,Damboa  ,601101,Damboa 
Njaba,Borno,Damboa  ,601101,Damboa 
Nzuda,Borno,Damboa  ,601101,Damboa 
Sabon Gari,Borno,Damboa  ,601101,Damboa 
Shiwari-Kura,Borno,Damboa  ,601101,Damboa 
Wajirako,Borno,Damboa  ,601101,Damboa 
Wawa,Borno,Damboa  ,601101,Damboa 
Wovi,Borno,Damboa  ,601101,Damboa 
Wuyaram,Borno,Damboa  ,601101,Damboa 
Yazza,Borno,Damboa  ,601101,Damboa 
Yerwa,Borno,Damboa  ,601101,Damboa 
Bwalagyang,Borno,Chibok  ,601102,Chibok 
Chibok,Borno,Chibok  ,601102,Chibok 
Forfor,Borno,Chibok  ,601102,Chibok 
Garu,Borno,Chibok  ,601102,Chibok 
Gatamwarwa,Borno,Chibok  ,601102,Chibok 
Kautikare,Borno,Chibok  ,601102,Chibok 
Kautikari,Borno,Chibok  ,601102,Chibok 
Korogillum,Borno,Chibok  ,601102,Chibok 
Korogillum A,Borno,Chibok  ,601102,Chibok 
Kuburmbula,Borno,Chibok  ,601102,Chibok 
Mbalala A,Borno,Chibok  ,601102,Chibok 
Mbalala B,Borno,Chibok  ,601102,Chibok 
Mboa-Kura,Borno,Chibok  ,601102,Chibok 
Piyemi,Borno,Chibok  ,601102,Chibok 
Shikarikir B,Borno,Chibok  ,601102,Chibok 
Shikarkir A,Borno,Chibok  ,601102,Chibok 
Whuntaku,Borno,Chibok  ,601102,Chibok 
Aburaku,Borno,Monguno  ,612101,Monguno  
Aliyu,Borno,Monguno  ,612101,Monguno  
Asadu,Borno,Monguno  ,612101,Monguno  
Bida,Borno,Monguno  ,612101,Monguno  
Damakuli,Borno,Monguno  ,612101,Monguno  
Das'a,Borno,Monguno  ,612101,Monguno  
Dasama,Borno,Monguno  ,612101,Monguno  
Dedela,Borno,Monguno  ,612101,Monguno  
Difinowa,Borno,Monguno  ,612101,Monguno  
Kabal-Balum,Borno,Monguno  ,612101,Monguno  
Kabulawa,Borno,Monguno  ,612101,Monguno  
Kaganam,Borno,Monguno  ,612101,Monguno  
Kalwa,Borno,Monguno  ,612101,Monguno  
Kaworil,Borno,Monguno  ,612101,Monguno  
Kumalia,Borno,Monguno  ,612101,Monguno  
Mandala,Borno,Monguno  ,612101,Monguno  
Mashilia,Borno,Monguno  ,612101,Monguno  
Miutar,Borno,Monguno  ,612101,Monguno  
Mongal,Borno,Monguno  ,612101,Monguno  
Monguno,Borno,Monguno  ,612101,Monguno  
Musari,Borno,Monguno  ,612101,Monguno  
Ngalram,Borno,Monguno  ,612101,Monguno  
Ngarannam,Borno,Monguno  ,612101,Monguno  
Ngollam,Borno,Monguno  ,612101,Monguno  
Wulo,Borno,Monguno  ,612101,Monguno  
Zulim,Borno,Monguno  ,612101,Monguno  
Zulum,Borno,Monguno  ,612101,Monguno  
Amsabura,Borno,Ngala  ,611107,Ranna 
Balammbe,Borno,Ngala  ,611107,Ranna 
Balila,Borno,Ngala  ,611107,Ranna 
Bombe,Borno,Ngala  ,611107,Ranna 
Daima,Borno,Ngala  ,611107,Ranna 
Dogilai,Borno,Ngala  ,611107,Ranna 
Duguma,Borno,Ngala  ,611107,Ranna 
Dusum,Borno,Ngala  ,611107,Ranna 
Galgum,Borno,Ngala  ,611107,Ranna 
Gangaya Saokara,Borno,Ngala  ,611107,Ranna 
Gilego,Borno,Ngala  ,611107,Ranna 
Gilgil,Borno,Ngala  ,611107,Ranna 
Jarawa,Borno,Ngala  ,611107,Ranna 
Jarawa Tatakura,Borno,Ngala  ,611107,Ranna 
Kabel,Borno,Ngala  ,611107,Ranna 
Kala,Borno,Ngala  ,611107,Ranna 
Kalakura,Borno,Ngala  ,611107,Ranna 
Kalam,Borno,Ngala  ,611107,Ranna 
Karche,Borno,Ngala  ,611107,Ranna 
Kulakula,Borno,Ngala  ,611107,Ranna 
Kulakura,Borno,Ngala  ,611107,Ranna 
Kulkaraka,Borno,Ngala  ,611107,Ranna 
Kumega,Borno,Ngala  ,611107,Ranna 
Kurana,Borno,Ngala  ,611107,Ranna 
Kutilar,Borno,Ngala  ,611107,Ranna 
Mada,Borno,Ngala  ,611107,Ranna 
Masana,Borno,Ngala  ,611107,Ranna 
Meleri,Borno,Ngala  ,611107,Ranna 
Mokhelo,Borno,Ngala  ,611107,Ranna 
Ran,Borno,Ngala  ,611107,Ranna 
Sabba,Borno,Ngala  ,611107,Ranna 
Sangaya,Borno,Ngala  ,611107,Ranna 
Sigal,Borno,Ngala  ,611107,Ranna 
Tilam,Borno,Ngala  ,611107,Ranna 
Tumishe,Borno,Ngala  ,611107,Ranna 
Wumbi,Borno,Ngala  ,611107,Ranna 
Alarge,Borno,Nganzai  ,612103,Nganzai  
Badu,Borno,Nganzai  ,612103,Nganzai  
Bubabulin,Borno,Nganzai  ,612103,Nganzai  
Damakara,Borno,Nganzai  ,612103,Nganzai  
Daram,Borno,Nganzai  ,612103,Nganzai  
Felo,Borno,Nganzai  ,612103,Nganzai  
Gadai,Borno,Nganzai  ,612103,Nganzai  
Gadayi,Borno,Nganzai  ,612103,Nganzai  
Gajiram,Borno,Nganzai  ,612103,Nganzai  
Kingoe,Borno,Nganzai  ,612103,Nganzai  
Kuda,Borno,Nganzai  ,612103,Nganzai  
Kurnawa,Borno,Nganzai  ,612103,Nganzai  
Maiwa,Borno,Nganzai  ,612103,Nganzai  
Miye,Borno,Nganzai  ,612103,Nganzai  
Sababuwa,Borno,Nganzai  ,612103,Nganzai  
Sahsawa,Borno,Nganzai  ,612103,Nganzai  
Shattam,Borno,Nganzai  ,612103,Nganzai  
Sugundure,Borno,Nganzai  ,612103,Nganzai  
Zigalta,Borno,Nganzai  ,612103,Nganzai  
Adari,Borno,Ngala  ,611102,Ngala  
Dagala,Borno,Ngala  ,611102,Ngala  
Fim,Borno,Ngala  ,611102,Ngala  
Gamboru,Borno,Ngala  ,611102,Ngala  
Jegerawaji,Borno,Ngala  ,611102,Ngala  
Logamani,Borno,Ngala  ,611102,Ngala  
Manawaji,Borno,Ngala  ,611102,Ngala  
Meleri,Borno,Ngala  ,611102,Ngala  
Ndusu,Borno,Ngala  ,611102,Ngala  
Ngala,Borno,Ngala  ,611102,Ngala  
Nissini,Borno,Ngala  ,611102,Ngala  
Samboru,Borno,Ngala  ,611102,Ngala  
Tunukalia Shelim,Borno,Ngala  ,611102,Ngala  
Wulgo Momodu,Borno,Ngala  ,611102,Ngala  
Wulgo-Nagirari,Borno,Ngala  ,611102,Ngala  
Wurge,Borno,Ngala  ,611102,Ngala  
Wushelia,Borno,Ngala  ,611102,Ngala  
Abey,Benue,Ador ,973110,Atonkon 
Adaboa,Benue,Ador ,973110,Atonkon 
Adochi,Benue,Ador ,973110,Atonkon 
Atuolo,Benue,Ador ,973110,Atonkon 
Ayaga,Benue,Ador ,973110,Atonkon 
Efelo,Benue,Ador ,973110,Atonkon 
Enjoji,Benue,Ador ,973110,Atonkon 
Igba,Benue,Ador ,973110,Atonkon 
Ijokoro,Benue,Ador ,973110,Atonkon 
Ikpatene,Benue,Ador ,973110,Atonkon 
Ikpomolokpo,Benue,Ador ,973110,Atonkon 
Jalili,Benue,Ador ,973110,Atonkon 
Ndekma,Benue,Ador ,973110,Atonkon 
Ndogaba,Benue,Ador ,973110,Atonkon 
Obe,Benue,Ador ,973110,Atonkon 
Odurukwu,Benue,Ador ,973110,Atonkon 
Ogedegi,Benue,Ador ,973110,Atonkon 
Ogi,Benue,Ador ,973110,Atonkon 
Ojenyo,Benue,Ador ,973110,Atonkon 
Ojije,Benue,Ador ,973110,Atonkon 
Okari,Benue,Ador ,973110,Atonkon 
Okonoji,Benue,Ador ,973110,Atonkon 
Okpudu,Benue,Ador ,973110,Atonkon 
Okwasi,Benue,Ador ,973110,Atonkon 
Olukpo,Benue,Ador ,973110,Atonkon 
Osiloko,Benue,Ador ,973110,Atonkon 
Rijo,Benue,Ador ,973110,Atonkon 
Royongo,Benue,Ador ,973110,Atonkon 
Udebo-Ukwonyo,Benue,Ador ,973110,Atonkon 
Ugede,Benue,Ador ,973110,Atonkon 
Ukwonyo,Benue,Ador ,973110,Atonkon 
